name,address,price,neighborhood,county,type,reviews,stars,lng,lat
Bistro Ten 18,"1018 Amsterdam Avenue,New York, NY  10025",2,Upper West Side ,New York County, Contemporary American,53,3.6,-73.9642863,40.802973
Bistro Rollin,"142 Fifth Avenue,Pelham, NY  10803",3,Pelham ,Westchester County, French,51,4.0,-73.8083714,40.913306
Bistro Chat Noir,"22 East 66th Street,New York, NY  10021",3,Upper East Side ,New York County, French,76,3.7,-73.96877529999999,40.7679531
Bistro Milano,"1350 Avenue of the Americas,New York, NY  10019",3,Midtown West ,New York County, Italian,53,3.6,-73.97776139999999,40.762517
Bistro La Source,"85 Morris Street,Jersey City, NJ  07302",2,Jersey City ,Hudson County, French,2,4.0,-74.0376459,40.713646
Bistro 61,"1113 First Avenue @ 61st Street,New York, NY  10065",2,Upper East Side ,New York County, French,49,3.7,-73.9610606,40.7608662
Bistro de la Gare,"626 Hudson Street,New York, NY  10014",3,West Village ,New York County, Mediterranean,141,3.8,-74.0053769,40.7382675
Bistro 55,"55 Route 17 South,Rochelle Park, NJ  07662",2,Rochelle Park ,Bergen County, American,48,4.0,-74.0729174,40.8954372
Bistro Bagatelle,"409 West 13th Street,New York, NY  10014",3,Meatpacking District ,New York County, French,60,4.0,-74.006444,40.7406909
Bin 14,"1314 Washington Street,Hoboken, NJ  07030",2,Hoboken ,Hudson County, Italian,17,3.8,-74.0264659,40.7530207
Bistro 135 Jazz Lounge & Restaurant,"135 West Commerical Street,East Rochester, NY  14445",2,Rochester ,Monroe County, Contemporary American,112,4.3,-77.486449,43.1135914
Bice Ristorante - NYC,"7 East 54 Street,New York, NY  10022",3,Midtown East ,New York County, Italian,49,3.4,-73.9745417,40.7609322
Bistro 18,"18 S Fullerton Ave,Montclair, NJ  07042",3,Montclair ,Essex County, Contemporary American,28,3.8,-74.2180771,40.8130253
Bistecca Fiorentina,"317 W. 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Steakhouse,57,4.0,-73.9887248,40.7603128
Bhojan,"102 Lexington Avenue,New York, NY  10016",2,Murray Hill ,New York County, Indian,20,4.0,-73.9830072,40.7422627
Bhatti Indian Grill,"100 Lexington Avenue,New York, NY  10016",2,Murray Hill ,New York County, Indian,21,4.0,-73.983076,40.7422281
Bistro 44,"44 Main Street,Northport, NY  11768",2,Northport ,Suffolk County, Contemporary American,24,4.0,-73.3513064,40.8999629
Big Daddys  Upper West Side,"2454 Broadway,New York, NY  10024",2,Upper West Side ,New York County, American,28,3.3,-73.97390829999999,40.7911514
Big Daddy's - Gramercy Park,"239 Park Avenue South,New York, NY  10003",2,Gramercy / Flatiron ,New York County, American,38,3.3,-73.9876783,40.7378436
Big Daddy's - Upper East Side,"1596 2nd Avenue,New York, NY  10028",2,Upper East Side ,New York County, American,33,3.2,-73.953007,40.775638
Bia,"19 Main Avenue,Ocean Grove, NJ  07756",2,Ocean Grove ,Monmouth County, European,3,3.0,-74.004599,40.21191200000001
BG - Bergdorf Goodman,"754 5th Ave,New York, NY  10019",3,Midtown West ,New York County, Contemporary American,106,4.1,-73.9742096,40.7635065
Betel,"51 Grove St.,New York, NY  10013",2,West Village ,New York County, Southeast Asian,101,3.6,-74.0036512,40.7331774
Besito - Huntington,"402 New York Avenue,Huntington Village, NY  11743",3,Huntington ,Suffolk County, Mexican / Southwestern,155,4.3,-73.4256309,40.8686786
Bernard's,"20 West Lane,Ridgefield, CT  06877",4,Ridgefield ,Fairfield County, French,57,4.2,-73.49888899999999,41.2719094
Besito - West Hartford,"46 South Main Street,West Hartford, CT  06107",3,West Hartford ,Hartford County, Mexican / Southwestern,185,4.1,-72.74168130000001,41.7599706
Besito - Roslyn,"1516-18 Old Northern Boulevard,Roslyn, NY  11576",3,Roslyn ,Nassau County, Mexican / Southwestern,172,4.2,-73.6453914,40.803359
Berimbau,"43 Carmine Street,New York, NY  10014",2,Greenwich Village ,New York County, Brazilian,59,3.7,-74.0036516,40.7300864
Benoit Restaurant and Bar,"60 West 55th Street,New York, NY  10019",3,Midtown West ,New York County, French,151,3.9,-73.9773402,40.7624832
Benjamin Steakhouse-White Plains,"610 W. Hartsdale Ave,White Plains, NY  10607",4,White Plains ,Westchester County, Steakhouse,52,4.1,-73.8099373,41.0358009
Bentara Restaurant,"76 Orange Street,New Haven, CT  06510",2,New Haven ,New Haven County, Southeast Asian,71,4.1,-72.9251658,41.3047778
Bernards Inn,"27 Mine Brook Rd.,Bernardsville, NJ  07924",4,Bernardsville ,Somerset County, American,65,4.4,-74.5704238,40.7179823
bespoke,"266 College St.,New Haven, CT  06510",3,New Haven ,New Haven County," Global, International",124,3.9,-72.9292155,41.3070402
Benchmark Restaurant,"339A Second St.,Brooklyn, NY  11215",3,Park Slope ,Kings County, Contemporary American,54,4.1,-73.9831636,40.6737664
Ben Benson's Steakhouse,"123 West 52nd Street,New York, NY  10019",4,Midtown West ,New York County, Steakhouse,208,3.9,-73.9806295,40.7617296
Ben and Jack's on 5th Avenue,"255 5th Avenue,New York, NY  10016",4,Gramercy / Flatiron ,New York County, Steakhouse,55,4.2,-73.9868772,40.7448911
Ben and Jack's Steakhouse,"219 East 44th Street,New York, NY  10017",4,Midtown East ,New York County, Steakhouse,96,4.1,-73.97235599999999,40.75183699999999
Belcourt,"84 East 4th Street,New York, NY  10003",2,East Village ,New York County, American,55,3.5,-73.9897577,40.7261931
Bella Luna - NYC,"584 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Italian,42,3.9,-73.97128959999999,40.7881015
Bella Blu,"967 Lexington Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,77,4.0,-73.9628225,40.7692185
Bel Posto,"15 New Street,Huntington, NY  11743",3,Huntington ,Suffolk County, Italian,17,3.2,-73.427605,40.8703527
Belleville Bistro,"330-332 5th Street,Brooklyn, NY  11215",2,Park Slope ,Kings County, Contemporary French,24,3.5,-73.98450849999999,40.6715639
Bello Restaurant,"863 Ninth Avenue,New York, NY  10019",2,Midtown West ,New York County, Italian,41,3.7,-73.986521,40.767623
Bedford Post - The Farmhouse,"954 Old Post Road,Bedford, NY  10506",3,Bedford ,Westchester County, Contemporary American,90,3.9,-73.6267967,41.2196114
Becco,"355 West 46th Street,New York, NY  10010",3,Theater District / Times Square ,New York County, Italian,853,4.2,-73.9898224,40.7608056
Bella Vita City Grill,"430-16 North Country Road,St. James, NY  11780",3,St. James ,Suffolk County, Italian,33,4.0,-73.1689407,40.8781455
Bedford Post - The Barn,"954 Old Post Road,Bedford, NY  10506",2,Bedford ,Westchester County, Contemporary American,70,3.8,-73.6267967,41.2196114
Basilico,"324 Millburn Avenue,Millburn, NJ  07041",3,Millburn ,Essex County, Italian,115,3.9,-74.3061895,40.7239632
Bazar Bistro,"4 West 19th Street,New York, NY  10011",2,Gramercy / Flatiron ,New York County, French,24,3.9,-73.991759,40.7391161
Basil T's,"183 Riverside Ave.,Red Bank, NJ  07701",3,Red Bank ,Monmouth County, Italian,60,4.0,-74.0748725,40.35334599999999
Basera Indian Bistro,"745 9th Avenue,New York, NY  10019",2,Hell's Kitchen ,New York County, Indian,24,3.6,-73.9890987,40.76384150000001
Bareli's Restaurant,"219 East Route 3,Secaucus, NJ  07094",3,Secaucus ,Hudson County, Italian,19,4.2,-74.0549145,40.7912556
Barmarche,"14 Spring Street,New York, NY  10012",2,NoLita ,New York County," Global, International",52,3.9,-73.99488219999999,40.7211879
Barclay Bar and Grill,"111 East 48th Street,New York, NY  10017",2,Midtown East ,New York County," Global, International",5,3.8,-73.9734883,40.7557423
Barosa,"62-37 Woodhaven Blvd,Rego Park, NY  11374",2,Rego Park ,Queens County, Italian,2,4.0,-73.8698537,40.7260766
Barbuto,"775 Washington St.,New York, NY  10014",3,Meatpacking District ,New York County, Italian,149,4.2,-74.0078522,40.7377594
Barolo,"398 West Broadway,New York, NY  10012",3,SoHo ,New York County, Italian,119,3.6,-74.00249769999999,40.7243951
Beacon,"25 West 56th St.,New York, NY  10019",3,Midtown West ,New York County, American,284,3.9,-73.975807,40.7631166
Barbounia,"250 Park Ave South,New York, NY  10003",2,Gramercy / Flatiron ,New York County, Mediterranean,153,3.8,-73.9881589,40.73825129999999
Barbarini,"225 Front Street,New York, NY  10038",2,Financial District ,New York County, Italian,27,3.9,-74.0020609,40.7073603
Baraonda,"1439 Second Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,51,3.7,-73.95723199999999,40.7707623
Barbetta Restaurant,"321 West 46th Street,New York, NY  10036",4,Theater District / Times Square ,New York County, Italian,101,3.8,-73.9889489,40.7604034
Bar Paya,"65 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Latin / Spanish,20,4.2,-73.98980809999999,40.7260895
Bar Luna,"511 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Italian,84,3.6,-73.9754047,40.78662790000001
Bar Cara,"1099 Broad Street,Bloomfield, NJ  07003",2,Bloomfield ,Essex County, Italian,77,3.9,-74.18564669999999,40.8291034
Bar Basque,"839 6th Avenue,New York, NY  10001",2,Flower District ,New York County, Basque,55,3.3,-73.99009749999999,40.7469749
Bar Boulud,"1900 Broadway,New York, NY  10023",2,Lincoln Center ,New York County, French,613,3.9,-73.981633,40.7715384
Bar Breton,"254 5th Avenue,New York, NY  10020",2,Chelsea ,New York County, French,104,3.5,-73.9874621,40.7449886
Bar Stuzzichini,"928 Broadway,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Italian,67,3.5,-73.9891408,40.740032
Bar Baresco,"191 7th Avenue,New York, NY  10011",2,Chelsea ,New York County, Italian,38,3.3,-73.9961927,40.7429175
Bar Frites,"400 Wheatley Plaza,Greenvale, NY  11548",2,Greenvale ,Nassau County, French,37,3.6,-73.625711,40.8102031
Baluchi's East Side,"224 East 53rd Street,New York, NY  10019",2,Midtown East ,New York County, Indian,5,4.0,-73.968488,40.7571357
Baluchi's - West Side,"240 West 56th Street,New York, NY  10019",2,Midtown West ,New York County, Indian,14,3.6,-73.98292959999999,40.76565189999999
Bann Restaurant,"350 West 50th Street,New York, NY  10019",3,Midtown West ,New York County, Korean,54,3.9,-73.98807470000001,40.7628948
Bar Americain,"152 W. 52nd Street,New York, NY  10019",4,Midtown West ,New York County, American,938,4.1,-73.9818453,40.7616506
Bailey Pub and Brasserie,"52 William St.,New York, NY  10005",2,Financial District ,New York County, American,4,2.8,-74.0089239,40.706708
Balade Pitza & Grill,"208 1st Avenue,New York, NY  10009",2,East Village ,New York County, Lebanese,34,3.7,-73.9830324,40.73026410000001
Balaboosta,"214 Mulberry Street,New York, NY  10012",3,NoLita ,New York County, Mediterranean,128,4.0,-73.99601779999999,40.7222005
Bahrs Landing,"2 Bay Avenue,Highlands, NJ  07732",2,Highlands ,Monmouth County, Seafood,59,3.9,-73.9813892,40.3974181
Baluchi's - Downtown,"275 Greenwich Street,New York, NY  10007",2,TriBeCa - Downtown ,New York County, Indian,7,3.9,-74.0108719,40.71516280000001
Bacchus,"409 Atlantic Avenue,Brooklyn, NY  11217",2,Boerum Hill ,Kings County, French,35,3.8,-73.9843358,40.6869445
Baci Abbracci,"204 Grand Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Italian,33,3.9,-73.96048119999999,40.7139682
Bacchus Wine Bar & Restaurant,"54 West Chippewa,Buffalo, NY  14202",2,Buffalo ,Erie County, Contemporary American,74,4.5,-78.87480579999999,42.8904236
Bacari Grill,"800 Ridgewood Road,Washington Township, NJ  07676",3,Washington Township ,Bergen County, Contemporary American,12,3.8,-74.0664425,40.9825768
Baang Cafe & Bar,"1191 E. Putnam Ave.,Greenwich, CT  06878",3,Greenwich ,Fairfield County, Asian,24,3.9,-73.5802586,41.0417711
B.E.S (Boutique Eat Shop),"559 West 22nd Street,New York, NY  10011",2,Chelsea ,New York County, Mediterranean,114,4.2,-74.007077,40.748154
B. Cafe West,"566 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Belgian,-1,-1,-73.9746213,40.7887423
B. Cafe,"240 East 75th Street,New York, NY  10021",2,Upper East Side ,New York County, Belgian,65,3.8,-73.95772529999999,40.77087960000001
Azul Bistro,"152 Stanton Street,New York, NY  10002",3,Lower East Side ,New York County, Argentinean,23,3.9,-73.9853832,40.7206224
Axia Taverna,"18 Piermont Road,Tenafly, NJ  07670",3,Tenafly ,Bergen County, Greek,45,4.2,-73.9637023,40.9268962
AYZA Wine & Chocolate Bar Midtown,"11 West 31st Street,New York City, NY  10001",2,Midtown West ,New York County, Mediterranean,257,3.9,-73.98690429999999,40.7471282
Ayhan's Fish-Kebab Restaurant,"286 Main Street,Port Washington, NY  11050",3,Port Washington ,Nassau County, Mediterranean,5,3.8,-73.69872529999999,40.8322748
B. Smith's Restaurant Row,"320 West 46th St.,New York, NY  10036",3,Theater District / Times Square ,New York County, American,251,3.9,-73.98891379999999,40.75997539999999
Avenue,"23 Ocean Ave,Long Branch, NJ  07740",3,Long Branch ,Monmouth County, French,136,4.2,-73.97828009999999,40.3012368
Aurora - Williamsburg,"70 Grand Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Italian,72,4.3,-73.9647392,40.7156666
Avra Estiatorio,"141 East 48th Street,New York, NY  10017",4,Midtown East ,New York County, Seafood,261,4.1,-73.9725187,40.7551174
Aurora - Soho,"510 Broome Street,New York, NY  10013",3,SoHo ,New York County, Italian,89,4.0,-74.0032975,40.7235117
Aureole - Bar Room,"135 West 42nd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, American,199,4.0,-73.9852848,40.7555892
Atlantica @ The Allegria,"80 West Broadway,Long Beach, NY  11561",2,Long Beach ,Nassau County, Organic,20,4.1,-73.6663915,40.5843074
Aureole,"135 West 42nd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, American,277,4.4,-73.9852848,40.7555892
Atlantic Grill at Lincoln Center,"49 West 64th St.,New York, NY  10023",3,Upper West Side ,New York County, Seafood,199,3.7,-73.9812623,40.7722267
Assembly Steak House,"495 Sylvan Avenue,Englewood Cliffs, NJ  07632",3,Englewood Cliffs ,Bergen County, Steakhouse,4,2.8,-73.9510937,40.88014320000001
Astor Court,"2 East 55th Street,New York, NY  10022",3,Midtown East ,New York County, International,7,4.1,-73.9746128,40.7613979
at Vermilion,"46th Street & Lexington Avenue, Northwest corner,New York, NY  10167",3,Midtown East ,New York County, Contemporary Indian,103,3.8,-73.9741892,40.75401979999999
Assaggio Ristorante,"955 Ferry Boulevard,Stratford, CT  06614",3,Stratford ,Fairfield County, Italian,13,3.5,-73.11338280000001,41.2021378
Aspen Restaurant,"2 Main Street,Old Saybrook, CT  06475",2,Old Saybrook ,Middlesex County, Contemporary American,45,4.0,-72.3765678,41.2974976
Asia de Cuba - New York,"237 Madison Avenue,New York, NY  10016",4,Murray Hill ,New York County, Fusion / Eclectic,335,4.0,-73.981214,40.7498315
Atlantic Grill,"1341 Third Avenue at 77th Street,New York, NY  10021",3,Upper East Side ,New York County, Seafood,341,4.0,-73.9583305,40.7724587
Aspen Social Club,"157 West 47th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Comfort Food,96,3.4,-73.98371689999999,40.7590695
Artisans at the Lake Placid Lodge,"144 Lodge Way,Lake Placid, NY  12946",4,Lake Placid ,Essex County, Contemporary American,24,4.1,-74.002624,44.30930499999999
Asiate,"80 Columbus Circle at 60th Street,New York, NY  10023",4,Columbus Circle ,New York County, Contemporary American,223,4.3,-73.98295379999999,40.7690781
Asellina Ristorante,"420 Park Avenue South,New York, NY  10016",4,Gramercy / Flatiron ,New York County, Italian,-1,-1,-73.9841241,40.743899
Arte Cafe,"106 W 73rd St,New York, NY  10023",2,Upper West Side ,New York County, Italian,229,3.4,-73.9788317,40.7781074
Artisanal,"2 Park Avenue,New York, NY  10016",3,Murray Hill ,New York County, French,742,3.8,-73.98249369999999,40.7462972
Arte Restaurant,"21 East 9th Street,New York, NY  10003",3,East Village ,New York County, Italian,14,4.1,-73.9945561,40.73250609999999
Arrosto,"25 South Regent St.,Port Chester, NY  10573",2,Port Chester ,Westchester County, Italian,-1,-1,-73.6741347,41.0044437
Armani Ristorante 5th Avenue,"717 5th Avenue,New York, NY  10022",3,Midtown East ,New York County, Italian,78,4.0,-73.9740315,40.7617488
Arno Restaurant,"141 West 38th Street,New York, NY  10018",3,Midtown West ,New York County, Italian,72,3.9,-73.9879785,40.75331250000001
Arabelle at the Hotel Plaza Athenee,"37 E. 64th St.,New York, NY  10065",4,Upper East Side ,New York County, American,35,4.0,-73.9683848,40.76663689999999
Aquavit Dining Room,"65 East 55th Street,New York, NY  10022",4,Midtown East ,New York County, Scandinavian,84,4.1,-73.9720839,40.7608582
Aquavit Bistro,"65 East 55th Street,New York, NY  10022",3,Midtown East ,New York County, Scandinavian,88,3.8,-73.9720839,40.7608582
Archives Restaurant,"333 Adams St.,Brooklyn, NY  11201",3,Downtown Brooklyn ,Kings County, American,1,4.0,-73.98816889999999,40.6936866
Aqualis Grill,"773 Fulton Street,Brooklyn, NY  11217",2,Fort Greene ,Kings County, Seafood,-1,-1,-73.9737182,40.6862055
Apple Restaurant & Bombar,"17 Waverly Place,New York, NY  10003",2,East Village ,New York County, Pan-Asian,12,3.3,-73.9942945,40.730306
Appetito Ristorante,"47 West 39th Street,New York, NY  10018",3,Midtown West ,New York County, Italian,29,3.7,-73.9845174,40.7527609
Aperitivo Bistro,"426 State Street,Schenectady, NY  12305",2,Schenectady ,Schenectady County, Tapas / Small Plates,66,4.3,-73.9421648,42.8126277
Antonucci's,"170 East 81 Street,New York, NY  10028",2,Upper East Side ,New York County, Italian,40,3.9,-73.9569248,40.7756958
Apiary,"60 3rd Avenue,New York, NY  10003",3,East Village ,New York County, Contemporary American,211,3.9,-73.98904569999999,40.731228
Apizz,"217 Eldridge St.,New York, NY  10002",3,Lower East Side ,New York County, Italian,146,4.2,-73.99027269999999,40.7217276
Antonia's By The Park,"9011 Palisade Avenue,North Bergen, NJ  07047",2,North Bergen ,Hudson County, Italian,7,4.1,-73.9971027,40.8064866
Antibes Bistro,"112 Suffolk Street,New York, NY  10002",2,Lower East Side ,New York County, French,49,4.1,-73.9859232,40.7187889
AOC,"314 Bleeker Street,New York, NY  10014",3,West Village ,New York County, French,84,3.3,-74.0041141,40.73275340000001
